# event_id  Enu_MeV  Te+_MeV
924 4.52176 2.71741
925 5.31056 3.50621
926 2.97075 1.16641
927 3.12891 1.32456
928 3.37913 1.57478
929 3.35167 1.54732
930 3.47317 1.66883
931 3.89614 2.0918
932 6.46705 4.66271
933 4.40131 2.59696
934 6.2047 4.40035
935 2.89353 1.08918
936 4.12961 2.32526
937 4.08506 2.28072
938 4.56806 2.76371
939 3.57574 1.77139
940 3.407 1.60265
941 3.54648 1.74213
942 4.02178 2.21743
943 4.57621 2.77186
944 2.41677 0.612427
945 3.96516 2.16081
946 4.29103 2.48669
947 3.53743 1.73308
948 3.20757 1.40323
949 4.17993 2.37559
950 3.57352 1.76917
951 6.24743 4.44308
952 3.55163 1.74729
953 3.50063 1.69628
954 7.1935 5.38915
955 3.79917 1.99482
956 5.92089 4.11654
957 3.76919 1.96484
958 5.76564 3.9613
959 5.89617 4.09182
960 3.29416 1.48982
961 3.32884 1.52449
962 4.99586 3.19151
963 5.77121 3.96686
964 1.93601 0.131664
965 4.27599 2.47165
966 3.60329 1.79895
967 4.41107 2.60672
968 4.49583 2.69148
969 4.8581 3.05375
970 4.79187 2.98753
971 3.22026 1.41592
972 2.90579 1.10144
973 6.48833 4.68398
974 4.43147 2.62713
975 3.89788 2.09353
976 4.57061 2.76626
977 4.02276 2.21842
978 3.32655 1.5222
979 2.35081 0.546462
980 4.50877 2.70442
981 3.99543 2.19109
982 6.06893 4.26458
983 5.25849 3.45415
984 2.77265 0.968309
985 4.91003 3.10568
986 4.95401 3.14967
987 6.80144 4.99709
988 3.42111 1.61677
989 2.10803 0.303685
990 3.81045 2.0061
991 4.31578 2.51143
992 2.83994 1.03559
993 6.13388 4.32954
994 3.41545 1.6111
995 4.18557 2.38122
996 4.38485 2.58051
997 3.66919 1.86485
998 3.5717 1.76735
999 4.03124 2.2269
1000 3.60562 1.80127
1001 3.76395 1.9596
1002 6.11961 4.31527
1003 3.1585 1.35415
1004 2.51654 0.712196
1005 2.18976 0.385417
1006 5.7759 3.97155
1007 2.41171 0.607361
1008 5.81764 4.01329
1009 4.2432 2.43885
